"gene_id","gene_name","samples_detected","total_counts","is_deprecated_probe","is_universe"
"ENSG00000125384","PTGER2",22,49423,FALSE,TRUE
"ENSG00000087301","TXNDC16",22,243326,FALSE,TRUE
"ENSG00000180998","GPR137C",22,68390,FALSE,TRUE
"ENSG00000197930","ERO1A",22,624012,FALSE,TRUE
"ENSG00000258757","AL133453.1",0,0,FALSE,FALSE
"ENSG00000100519","PSMC6",22,71500,FALSE,TRUE
"ENSG00000198252","STYX",22,139767,FALSE,TRUE
"ENSG00000100522","GNPNAT1",22,49531,FALSE,TRUE
"ENSG00000259049","AL139317.3",0,0,FALSE,FALSE
"ENSG00000285664","AL139317.5",0,0,FALSE,FALSE
"ENSG00000258698","AL139317.1",0,0,FALSE,FALSE
"ENSG00000073712","FERMT2",22,289784,FALSE,TRUE
"ENSG00000288045","AL352979.4",0,0,FALSE,FALSE
"ENSG00000100523","DDHD1",22,297709,FALSE,TRUE
"ENSG00000258985","AL352979.2",0,0,FALSE,FALSE
"ENSG00000258731","AL356020.1",0,0,FALSE,FALSE
"ENSG00000237356","AL365295.1",0,0,FALSE,FALSE
"ENSG00000286730","AL365295.2",0,0,FALSE,FALSE
"ENSG00000225680","AL163953.1",0,0,FALSE,FALSE
"ENSG00000235269","LINC02331",0,0,FALSE,FALSE
"ENSG00000125378","BMP4",22,746351,FALSE,TRUE
"ENSG00000287156","AL138479.2",0,0,FALSE,FALSE
"ENSG00000100526","CDKN3",22,8242,FALSE,TRUE
"ENSG00000100528","CNIH1",22,232001,FALSE,TRUE
"ENSG00000258753","AL359792.1",0,0,FALSE,FALSE
"ENSG00000197045","GMFB",22,35203,FALSE,TRUE
"ENSG00000100532","CGRRF1",22,75489,FALSE,TRUE
"ENSG00000020577","SAMD4A",22,1184507,FALSE,TRUE
"ENSG00000285774","AL133444.1",0,0,FALSE,FALSE
"ENSG00000131979","GCH1",22,16503,FALSE,TRUE
"ENSG00000198554","WDHD1",22,27737,FALSE,TRUE
"ENSG00000180008","SOCS4",22,181790,FALSE,TRUE
"ENSG00000168175","MAPK1IP1L",22,400406,FALSE,TRUE
"ENSG00000131981","LGALS3",22,684889,FALSE,TRUE
"ENSG00000126787","DLGAP5",22,7970,FALSE,TRUE
"ENSG00000258050","AL139316.1",0,0,FALSE,FALSE
"ENSG00000258413","AL158801.2",0,0,FALSE,FALSE
"ENSG00000178974","FBXO34",22,76196,FALSE,TRUE
"ENSG00000258455","AL158801.3",0,0,FALSE,FALSE
"ENSG00000126775","ATG14",22,184190,FALSE,TRUE
"ENSG00000182521","TBPL2",22,3645,FALSE,TRUE
"ENSG00000186615","KTN1-AS1",0,0,FALSE,FALSE
"ENSG00000126777","KTN1",22,531152,FALSE,TRUE
"ENSG00000258784","AL355773.1",0,0,FALSE,FALSE
"ENSG00000258791","LINC00520",0,0,FALSE,FALSE
"ENSG00000259868","AL163952.1",0,0,FALSE,FALSE
"ENSG00000277763","AL138995.1",0,0,FALSE,FALSE
"ENSG00000139946","PELI2",22,50269,FALSE,TRUE
"ENSG00000259483","AL355073.1",0,0,FALSE,FALSE
"ENSG00000275569","AL355073.2",0,0,FALSE,FALSE
"ENSG00000259719","LINC02284",0,0,FALSE,FALSE
"ENSG00000070269","TMEM260",22,84385,FALSE,TRUE
"ENSG00000258803","AL355103.1",0,0,FALSE,FALSE
"ENSG00000258428","AL161757.2",0,0,FALSE,FALSE
"ENSG00000259133","AL161757.5",0,0,FALSE,FALSE
"ENSG00000258703","AL161757.3",0,0,FALSE,FALSE
"ENSG00000165588","OTX2",22,8288,FALSE,TRUE
"ENSG00000248550","OTX2-AS1",0,0,FALSE,FALSE
"ENSG00000258776","AL161757.4",0,0,FALSE,FALSE
"ENSG00000286257","AL137100.3",0,0,FALSE,FALSE
"ENSG00000258592","AL391152.1",0,0,FALSE,FALSE
"ENSG00000070367","EXOC5",22,299485,FALSE,TRUE
"ENSG00000053770","AP5M1",22,177261,FALSE,TRUE
"ENSG00000286355","AL355834.2",0,0,FALSE,FALSE
"ENSG00000259008","AL355834.1",0,0,FALSE,FALSE
"ENSG00000139977","NAA30",22,147680,FALSE,TRUE
"ENSG00000100557","CCDC198",22,2602,FALSE,TRUE
"ENSG00000151812","SLC35F4",22,4997,FALSE,TRUE
"ENSG00000259039","AL161804.1",0,0,FALSE,FALSE
"ENSG00000259969","AL049838.1",0,0,FALSE,FALSE
"ENSG00000139971","ARMH4",22,42722,FALSE,TRUE
"ENSG00000131966","ACTR10",22,388848,FALSE,TRUE
"ENSG00000100567","PSMA3",22,158177,FALSE,TRUE
"ENSG00000258682","AL132989.1",0,0,FALSE,FALSE
"ENSG00000257621","PSMA3-AS1",0,0,FALSE,FALSE
"ENSG00000279636","AL132989.2",0,0,FALSE,FALSE
"ENSG00000032219","ARID4A",22,176367,FALSE,TRUE
"ENSG00000258658","AL139021.2",0,0,FALSE,FALSE
"ENSG00000196860","TOMM20L",22,1292,FALSE,TRUE
"ENSG00000258378","AL139021.1",0,0,FALSE,FALSE
"ENSG00000100575","TIMM9",22,119840,FALSE,TRUE
"ENSG00000100578","KIAA0586",22,80725,FALSE,TRUE
"ENSG00000165617","DACT1",22,347966,FALSE,TRUE
"ENSG00000258583","LINC01500",0,0,FALSE,FALSE
"ENSG00000100592","DAAM1",22,120115,FALSE,TRUE
"ENSG00000181619","GPR135",22,47839,FALSE,TRUE
"ENSG00000126790","L3HYPDH",22,178987,FALSE,TRUE
"ENSG00000050130","JKAMP",22,68099,FALSE,TRUE
"ENSG00000151838","CCDC175",22,11053,FALSE,TRUE
"ENSG00000139970","RTN1",22,194333,FALSE,TRUE
"ENSG00000261120","AL133299.1",0,0,FALSE,FALSE
"ENSG00000131951","LRRC9",22,3707,FALSE,TRUE
"ENSG00000258553","AL157911.1",0,0,FALSE,FALSE
"ENSG00000126773","PCNX4",22,168558,FALSE,TRUE
"ENSG00000100612","DHRS7",22,331046,FALSE,TRUE
"ENSG00000254718","AL157756.1",0,0,FALSE,FALSE
"ENSG00000100614","PPM1A",22,341829,FALSE,TRUE
"ENSG00000258556","LINC02322",0,0,FALSE,FALSE
"ENSG00000179008","C14orf39",22,24657,FALSE,TRUE
"ENSG00000184302","SIX6",22,6461,FALSE,TRUE
"ENSG00000258670","AL049874.3",0,0,FALSE,FALSE
"ENSG00000258952","SALRNA1",0,0,FALSE,FALSE
"ENSG00000126778","SIX1",22,1010046,FALSE,TRUE
"ENSG00000100625","SIX4",22,239040,FALSE,TRUE
"ENSG00000020426","MNAT1",22,256280,FALSE,TRUE
"ENSG00000126814","TRMT5",22,98726,FALSE,TRUE
"ENSG00000139974","SLC38A6",22,190439,FALSE,TRUE
"ENSG00000027075","PRKCH",22,180498,FALSE,TRUE
"ENSG00000182107","TMEM30B",22,802005,FALSE,TRUE
"ENSG00000247287","AL359220.1",0,0,FALSE,FALSE
"ENSG00000258926","AL355916.2",0,0,FALSE,FALSE
"ENSG00000250548","LINC01303",0,0,FALSE,FALSE
"ENSG00000232774","AL355916.1",0,0,FALSE,FALSE
"ENSG00000258777","HIF1A-AS1",0,0,FALSE,FALSE
"ENSG00000100644","HIF1A",22,110445,FALSE,TRUE
"ENSG00000258667","HIF1A-AS3",0,0,FALSE,FALSE
"ENSG00000023608","SNAPC1",22,65761,FALSE,TRUE
"ENSG00000139973","SYT16",22,17187,FALSE,TRUE
"ENSG00000258842","AL390816.1",0,0,FALSE,FALSE
"ENSG00000258903","AL390816.2",0,0,FALSE,FALSE
"ENSG00000259142","LINC00644",0,0,FALSE,FALSE
"ENSG00000140015","KCNH5",22,40963,FALSE,TRUE
"ENSG00000259093","AL137191.1",0,0,FALSE,FALSE
"ENSG00000126785","RHOJ",22,249244,FALSE,TRUE
"ENSG00000258943","AL049871.1",0,0,FALSE,FALSE
"ENSG00000179600","GPHB5",22,3724,FALSE,TRUE
"ENSG00000154001","PPP2R5E",22,226667,FALSE,TRUE
"ENSG00000261242","AL136038.3",0,0,FALSE,FALSE
"ENSG00000140006","WDR89",22,64937,FALSE,TRUE
"ENSG00000258800","AL136038.2",0,0,FALSE,FALSE
"ENSG00000274015","AL136038.5",0,0,FALSE,FALSE
"ENSG00000126821","SGPP1",22,166549,FALSE,TRUE
"ENSG00000054654","SYNE2",22,469192,FALSE,TRUE
"ENSG00000140009","ESR2",0,0,FALSE,FALSE
"ENSG00000214770","AL161756.1",0,0,FALSE,FALSE
"ENSG00000284664","AL161756.3",0,0,FALSE,FALSE
"ENSG00000100714","MTHFD1",22,204486,FALSE,TRUE
"ENSG00000258824","AL122035.1",0,0,FALSE,FALSE
"ENSG00000272909","AL122035.2",0,0,FALSE,FALSE
"ENSG00000089775","ZBTB25",22,174771,FALSE,TRUE
"ENSG00000179841","AKAP5",22,19361,FALSE,TRUE
"ENSG00000126804","ZBTB1",22,344146,FALSE,TRUE
"ENSG00000259116","AL049869.3",0,0,FALSE,FALSE
"ENSG00000126803","HSPA2",22,148553,FALSE,TRUE
"ENSG00000165807","PPP1R36",22,16985,FALSE,TRUE
"ENSG00000259076","AL049869.2",0,0,FALSE,FALSE
"ENSG00000126822","PLEKHG3",22,127358,FALSE,TRUE
"ENSG00000070182","SPTB",22,63778,FALSE,TRUE
"ENSG00000258289","CHURC1",22,593985,FALSE,TRUE
"ENSG00000176153","GPX2",22,6075,FALSE,TRUE
"ENSG00000139998","RAB15",22,44237,FALSE,TRUE
"ENSG00000257365","FNTB",22,119268,FALSE,TRUE
"ENSG00000272158","AL139022.2",0,0,FALSE,FALSE
"ENSG00000125952","MAX",22,340089,FALSE,TRUE
"ENSG00000259118","AL139022.1",0,0,FALSE,FALSE
"ENSG00000255002","LINC02324",0,0,FALSE,FALSE
"ENSG00000258760","AL355076.2",0,0,FALSE,FALSE
"ENSG00000033170","FUT8",22,217702,FALSE,TRUE
"ENSG00000276116","FUT8-AS1",0,0,FALSE,FALSE
"ENSG00000258847","AL391261.2",0,0,FALSE,FALSE
"ENSG00000277651","AL391261.4",0,0,FALSE,FALSE
"ENSG00000258502","LINC02290",0,0,FALSE,FALSE
"ENSG00000258561","AL359232.1",0,0,FALSE,FALSE
"ENSG00000287833","AL157997.1",0,0,FALSE,FALSE
"ENSG00000196553","CCDC196",22,836,FALSE,TRUE
"ENSG00000171723","GPHN",22,104618,FALSE,TRUE
"ENSG00000258490","AL049835.1",0,0,FALSE,FALSE
"ENSG00000172717","FAM71D",22,4015,FALSE,TRUE
"ENSG00000072415","MPP5",22,135220,FALSE,TRUE
"ENSG00000286319","AL135978.2",0,0,FALSE,FALSE
"ENSG00000100554","ATP6V1D",22,214235,FALSE,TRUE
"ENSG00000134001","EIF2S1",22,321860,FALSE,TRUE
"ENSG00000100558","PLEK2",22,9102,FALSE,TRUE
"ENSG00000198133","TMEM229B",22,29094,FALSE,TRUE
"ENSG00000054690","PLEKHH1",22,64734,FALSE,TRUE
"ENSG00000100564","PIGH",22,127749,FALSE,TRUE
"ENSG00000081181","ARG2",22,52076,FALSE,TRUE
"ENSG00000286861","AL049779.4",0,0,FALSE,FALSE
"ENSG00000100568","VTI1B",22,424029,FALSE,TRUE
"ENSG00000072042","RDH11",22,258336,FALSE,TRUE
"ENSG00000139988","RDH12",22,5202,FALSE,TRUE
"ENSG00000072121","ZFYVE26",22,81841,FALSE,TRUE
"ENSG00000182185","RAD51B",22,117512,FALSE,TRUE
"ENSG00000258837","AL133370.1",0,0,FALSE,FALSE
"ENSG00000287385","AL121820.3",0,0,FALSE,FALSE
"ENSG00000259038","AL121820.2",0,0,FALSE,FALSE
"ENSG00000258623","AL121820.1",0,0,FALSE,FALSE
"ENSG00000287167","AL133313.1",0,0,FALSE,FALSE
"ENSG00000287913","AL132986.1",0,0,FALSE,FALSE
"ENSG00000185650","ZFP36L1",22,999324,FALSE,TRUE
"ENSG00000072110","ACTN1",22,636236,FALSE,TRUE
"ENSG00000259062","ACTN1-AS1",0,0,FALSE,FALSE
"ENSG00000139990","DCAF5",22,306379,FALSE,TRUE
"ENSG00000276063","AL391262.1",0,0,FALSE,FALSE
"ENSG00000258957","AL359317.2",0,0,FALSE,FALSE
"ENSG00000081177","EXD2",22,99498,FALSE,TRUE
"ENSG00000258520","AL359317.1",0,0,FALSE,FALSE
"ENSG00000100626","GALNT16",22,58323,FALSE,TRUE
"ENSG00000100632","ERH",22,282997,FALSE,TRUE
"ENSG00000029364","SLC39A9",22,279836,FALSE,TRUE
"ENSG00000286424","AL157996.2",0,0,FALSE,FALSE
"ENSG00000175985","PLEKHD1",22,7626,FALSE,TRUE
"ENSG00000267909","CCDC177",22,6188,FALSE,TRUE
"ENSG00000287310","AL133445.3",0,0,FALSE,FALSE
"ENSG00000100647","SUSD6",22,842563,FALSE,TRUE
"ENSG00000273797","AL133445.2",0,0,FALSE,FALSE
"ENSG00000100650","SRSF5",22,1129256,FALSE,TRUE
"ENSG00000100652","SLC10A1",22,5000,FALSE,TRUE
"ENSG00000198732","SMOC1",22,785296,FALSE,TRUE
"ENSG00000100678","SLC8A3",22,10338,FALSE,TRUE
"ENSG00000258422","AL160191.1",0,0,FALSE,FALSE
"ENSG00000259033","AL356804.1",0,0,FALSE,FALSE
"ENSG00000133983","COX16",22,311503,FALSE,TRUE
"ENSG00000213463","SYNJ2BP",22,128755,FALSE,TRUE
"ENSG00000257759","AL357153.2",0,0,FALSE,FALSE
"ENSG00000139985","ADAM21",22,3447,FALSE,TRUE
"ENSG00000134007","ADAM20",22,18196,FALSE,TRUE
"ENSG00000133997","MED6",22,189851,FALSE,TRUE
"ENSG00000245466","AL357153.1",0,0,FALSE,FALSE
"ENSG00000133985","TTC9",22,117179,FALSE,TRUE
"ENSG00000258689","LINC01269",0,0,FALSE,FALSE
"ENSG00000006432","MAP3K9",22,34725,FALSE,TRUE
"ENSG00000259153","AC004816.1",0,0,FALSE,FALSE
"ENSG00000275630","AC004816.2",0,0,FALSE,FALSE
"ENSG00000274818","AC004825.2",0,0,FALSE,FALSE
"ENSG00000100731","PCNX1",22,307546,FALSE,TRUE
"ENSG00000287643","AC004825.3",0,0,FALSE,FALSE
"ENSG00000269927","AC004817.3",0,0,FALSE,FALSE
"ENSG00000286423","AC004817.5",0,0,FALSE,FALSE
"ENSG00000259907","AC004817.2",0,0,FALSE,FALSE
"ENSG00000258517","AC004817.1",0,0,FALSE,FALSE
"ENSG00000269945","AC004817.4",0,0,FALSE,FALSE
"ENSG00000259146","AC005476.2",0,0,FALSE,FALSE
"ENSG00000197555","SIPA1L1",22,440408,FALSE,TRUE
"ENSG00000285612","AC004974.1",0,0,FALSE,FALSE
"ENSG00000285518","AC004900.1",0,0,FALSE,FALSE
"ENSG00000266869","AC005993.1",0,0,FALSE,FALSE
"ENSG00000182732","RGS6",22,43408,FALSE,TRUE
"ENSG00000286333","AC004828.2",0,0,FALSE,FALSE
"ENSG00000258871","AC004828.1",0,0,FALSE,FALSE
"ENSG00000205683","DPF3",22,20444,FALSE,TRUE
"ENSG00000285936","AL392024.1",0,0,FALSE,FALSE
"ENSG00000119599","DCAF4",22,50765,FALSE,TRUE
"ENSG00000165861","ZFYVE1",22,106120,FALSE,TRUE
"ENSG00000258813","AL442663.3",0,0,FALSE,FALSE
"ENSG00000119707","RBM25",22,526121,FALSE,TRUE
"ENSG00000080815","PSEN1",22,238271,FALSE,TRUE
"ENSG00000100767","PAPLN",22,416159,FALSE,TRUE
"ENSG00000258376","AC004846.1",0,0,FALSE,FALSE
"ENSG00000258944","AC004846.2",0,0,FALSE,FALSE
"ENSG00000133961","NUMB",22,282445,FALSE,TRUE
"ENSG00000284930","AC005280.2",0,0,FALSE,FALSE
"ENSG00000251393","AC005280.1",0,0,FALSE,FALSE
"ENSG00000187105","HEATR4",22,4132,FALSE,TRUE
"ENSG00000170468","RIOX1",22,75868,FALSE,TRUE
"ENSG00000258443","AC005225.1",0,0,FALSE,FALSE
"ENSG00000258695","AC005225.3",0,0,FALSE,FALSE
"ENSG00000184227","ACOT1",22,2009,FALSE,TRUE
"ENSG00000258603","AC005225.2",0,0,FALSE,FALSE
"ENSG00000119673","ACOT2",22,43944,FALSE,TRUE
"ENSG00000177465","ACOT4",22,12327,FALSE,TRUE
"ENSG00000205669","ACOT6",22,5541,FALSE,TRUE
"ENSG00000119661","DNAL1",22,73021,FALSE,TRUE
"ENSG00000258660","AC006146.1",0,0,FALSE,FALSE
"ENSG00000176903","PNMA1",22,353922,FALSE,TRUE
"ENSG00000156030","ELMSAN1",22,329204,FALSE,TRUE
"ENSG00000259065","AC005520.2",0,0,FALSE,FALSE
"ENSG00000258586","LINC02274",0,0,FALSE,FALSE
"ENSG00000140043","PTGR2",22,86133,FALSE,TRUE
"ENSG00000273711","AC005520.5",0,0,FALSE,FALSE
"ENSG00000119725","ZNF410",22,277401,FALSE,TRUE
"ENSG00000258891","AC005480.1",0,0,FALSE,FALSE
"ENSG00000270140","AC005520.3",0,0,FALSE,FALSE
"ENSG00000156050","FAM161B",22,27594,FALSE,TRUE
"ENSG00000119723","COQ6",22,61599,FALSE,TRUE
"ENSG00000187097","ENTPD5",22,117171,FALSE,TRUE
"ENSG00000119636","BBOF1",22,60966,FALSE,TRUE
"ENSG00000119711","ALDH6A1",22,331555,FALSE,TRUE
"ENSG00000205659","LIN52",22,45145,FALSE,TRUE
"ENSG00000119614","VSX2",22,4684,FALSE,TRUE
"ENSG00000119688","ABCD4",22,81926,FALSE,TRUE
"ENSG00000258559","AC005519.1",0,0,FALSE,FALSE
"ENSG00000133980","VRTN",22,5507,FALSE,TRUE
"ENSG00000183379","SYNDIG1L",22,7544,FALSE,TRUE
"ENSG00000270000","AC005479.2",0,0,FALSE,FALSE
"ENSG00000259005","AC005479.1",0,0,FALSE,FALSE
"ENSG00000119655","NPC2",22,1625583,FALSE,TRUE
"ENSG00000165898","ISCA2",22,46370,FALSE,TRUE
"ENSG00000119681","LTBP2",22,2192534,FALSE,TRUE
"ENSG00000258425","AC013451.1",0,0,FALSE,FALSE
"ENSG00000258976","AC013451.2",0,0,FALSE,FALSE
"ENSG00000119682","AREL1",22,182348,FALSE,TRUE
"ENSG00000119616","FCF1",22,97981,FALSE,TRUE
"ENSG00000119596","YLPM1",0,0,FALSE,FALSE
"ENSG00000119608","PROX2",22,4787,FALSE,TRUE
"ENSG00000119689","DLST",22,186582,FALSE,TRUE
"ENSG00000198208","RPS6KL1",0,0,FALSE,FALSE
"ENSG00000119630","PGF",22,776581,FALSE,TRUE
"ENSG00000119718","EIF2B2",22,123426,FALSE,TRUE
"ENSG00000258646","AL049780.1",0,0,FALSE,FALSE
"ENSG00000119684","MLH3",22,140622,FALSE,TRUE
"ENSG00000119640","ACYP1",22,53934,FALSE,TRUE
"ENSG00000119703","ZC2HC1C",22,265458,FALSE,TRUE
"ENSG00000119638","NEK9",22,343915,FALSE,TRUE
"ENSG00000259138","AL049780.2",0,0,FALSE,FALSE
"ENSG00000170348","TMED10",22,374949,FALSE,TRUE
"ENSG00000273565","AL691403.2",0,0,FALSE,FALSE
"ENSG00000258740","AL691403.1",0,0,FALSE,FALSE
"ENSG00000258820","AF111167.1",0,0,FALSE,FALSE
"ENSG00000170345","FOS",22,4595928,FALSE,TRUE
"ENSG00000259687","LINC01220",0,0,FALSE,FALSE
"ENSG00000259319","AF111167.2",0,0,FALSE,FALSE
"ENSG00000140044","JDP2",22,397524,FALSE,TRUE
"ENSG00000156127","BATF",22,10974,FALSE,TRUE
"ENSG00000224721","AC007182.1",0,0,FALSE,FALSE
"ENSG00000119686","FLVCR2",22,35200,FALSE,TRUE
"ENSG00000119685","TTLL5",22,252177,FALSE,TRUE
"ENSG00000133935","ERG28",22,214047,FALSE,TRUE
"ENSG00000259103","AF107885.2",0,0,FALSE,FALSE
"ENSG00000119650","IFT43",22,114336,FALSE,TRUE
"ENSG00000119699","TGFB3",22,161648,FALSE,TRUE
"ENSG00000258876","TGFB3-AS1",0,0,FALSE,FALSE
"ENSG00000283629","AC016526.4",0,0,FALSE,FALSE
"ENSG00000089916","GPATCH2L",22,380052,FALSE,TRUE
"ENSG00000258454","AC016526.2",0,0,FALSE,FALSE
"ENSG00000258402","AC016526.1",0,0,FALSE,FALSE
"ENSG00000119715","ESRRB",22,6809,FALSE,TRUE
"ENSG00000259124","AC008050.1",0,0,FALSE,FALSE
"ENSG00000258569","AC007376.2",0,0,FALSE,FALSE
"ENSG00000071246","VASH1",22,370591,FALSE,TRUE
"ENSG00000259081","AF111169.3",0,0,FALSE,FALSE
"ENSG00000258610","AF111169.1",0,0,FALSE,FALSE
"ENSG00000258301","VASH1-AS1",0,0,FALSE,FALSE
"ENSG00000013523","ANGEL1",22,162151,FALSE,TRUE
"ENSG00000286437","AF111169.4",0,0,FALSE,FALSE
"ENSG00000100565","LRRC74A",22,2606,FALSE,TRUE
"ENSG00000259058","AF111169.2",0,0,FALSE,FALSE
"ENSG00000285966","AC007686.4",0,0,FALSE,FALSE
"ENSG00000258602","LINC01629",0,0,FALSE,FALSE
"ENSG00000119669","IRF2BPL",22,247788,FALSE,TRUE
"ENSG00000273729","AC007686.3",0,0,FALSE,FALSE
"ENSG00000246548","LINC02288",0,0,FALSE,FALSE
"ENSG00000258473","AC007686.2",0,0,FALSE,FALSE
"ENSG00000258819","LINC02289",0,0,FALSE,FALSE
"ENSG00000287004","AC007686.5",0,0,FALSE,FALSE
"ENSG00000198894","CIPC",22,82069,FALSE,TRUE
"ENSG00000165548","TMEM63C",22,8843,FALSE,TRUE
"ENSG00000177108","ZDHHC22",22,13266,FALSE,TRUE
"ENSG00000269883","AC007375.3",0,0,FALSE,FALSE
"ENSG00000165553","NGB",22,7061,FALSE,TRUE
"ENSG00000009830","POMT2",22,27728,FALSE,TRUE
"ENSG00000100577","GSTZ1",22,66731,FALSE,TRUE
"ENSG00000100580","TMED8",22,146427,FALSE,TRUE
"ENSG00000100583","SAMD15",22,8967,FALSE,TRUE
"ENSG00000165555","NOXRED1",22,8589,FALSE,TRUE
"ENSG00000151445","VIPAS39",22,57230,FALSE,TRUE
"ENSG00000100591","AHSA1",22,637522,FALSE,TRUE
"ENSG00000100593","ISM2",22,6028,FALSE,TRUE
"ENSG00000100596","SPTLC2",22,404411,FALSE,TRUE
"ENSG00000100601","ALKBH1",22,72473,FALSE,TRUE
"ENSG00000119705","SLIRP",22,119939,FALSE,TRUE
"ENSG00000100603","SNW1",22,76849,FALSE,TRUE
"ENSG00000197734","C14orf178",22,4857,FALSE,TRUE
"ENSG00000063761","ADCK1",0,0,FALSE,FALSE
"ENSG00000021645","NRXN3",22,53070,FALSE,TRUE
"ENSG00000258723","AF099810.1",0,0,FALSE,FALSE
"ENSG00000258719","AC009396.2",0,0,FALSE,FALSE
"ENSG00000258874","AC009396.3",0,0,FALSE,FALSE
"ENSG00000258478","AC009396.1",0,0,FALSE,FALSE
"ENSG00000258829","AC026888.1",0,0,FALSE,FALSE
"ENSG00000258419","AC022469.1",0,0,FALSE,FALSE
"ENSG00000258662","AC022469.2",0,0,FALSE,FALSE
"ENSG00000259106","AC008056.2",0,0,FALSE,FALSE
"ENSG00000287118","AC008056.3",0,0,FALSE,FALSE
"ENSG00000258637","AC008056.1",0,0,FALSE,FALSE
"ENSG00000258416","AF123462.1",0,0,FALSE,FALSE
"ENSG00000211448","DIO2",22,28005,FALSE,TRUE
"ENSG00000258766","DIO2-AS1",0,0,FALSE,FALSE
"ENSG00000100629","CEP128",22,33731,FALSE,TRUE
"ENSG00000165409","TSHR",22,8477,FALSE,TRUE
"ENSG00000284959","AC007262.2",0,0,FALSE,FALSE
"ENSG00000286686","AL136040.2",0,0,FALSE,FALSE
"ENSG00000165417","GTF2A1",22,258334,FALSE,TRUE
"ENSG00000273783","AL136040.1",0,0,FALSE,FALSE
"ENSG00000140022","STON2",22,124661,FALSE,TRUE
"ENSG00000258675","LINC02308",0,0,FALSE,FALSE
"ENSG00000071537","SEL1L",22,321744,FALSE,TRUE
"ENSG00000258977","LINC01467",0,0,FALSE,FALSE
"ENSG00000258718","LINC02311",0,0,FALSE,FALSE
"ENSG00000259035","AL355838.1",0,0,FALSE,FALSE
"ENSG00000258743","LINC02301",0,0,FALSE,FALSE
"ENSG00000258683","AL355095.1",0,0,FALSE,FALSE
"ENSG00000258600","AL359238.1",0,0,FALSE,FALSE
"ENSG00000258426","AL162872.1",0,0,FALSE,FALSE
"ENSG00000258532","LINC02305",0,0,FALSE,FALSE
"ENSG00000285826","AL356807.1",0,0,FALSE,FALSE
"ENSG00000259044","AL357172.1",0,0,FALSE,FALSE
"ENSG00000258902","AL049775.2",0,0,FALSE,FALSE
"ENSG00000258814","LINC02329",0,0,FALSE,FALSE
"ENSG00000259107","LINC00911",0,0,FALSE,FALSE
"ENSG00000205562","AL049775.1",0,0,FALSE,FALSE
"ENSG00000258945","AL049775.3",0,0,FALSE,FALSE
"ENSG00000185070","FLRT2",22,339241,FALSE,TRUE
"ENSG00000258733","LINC02328",0,0,FALSE,FALSE
"ENSG00000258912","LINC02316",0,0,FALSE,FALSE
"ENSG00000286582","AL161753.1",0,0,FALSE,FALSE
"ENSG00000258994","LINC02309",0,0,FALSE,FALSE
"ENSG00000258804","LINC01148",0,0,FALSE,FALSE
"ENSG00000259061","AL358292.1",0,0,FALSE,FALSE
"ENSG00000258496","AL352955.1",0,0,FALSE,FALSE
"ENSG00000258958","AL157688.1",0,0,FALSE,FALSE
"ENSG00000258859","LINC02296",0,0,FALSE,FALSE
"ENSG00000259028","AL135746.1",0,0,FALSE,FALSE
"ENSG00000258770","LINC02330",0,0,FALSE,FALSE
"ENSG00000258807","AL359237.1",0,0,FALSE,FALSE
"ENSG00000259077","AL136501.1",0,0,FALSE,FALSE
"ENSG00000054983","GALC",22,151483,FALSE,TRUE
"ENSG00000140030","GPR65",22,91554,FALSE,TRUE
"ENSG00000258407","AL157955.1",0,0,FALSE,FALSE
"ENSG00000258826","LINC01147",0,0,FALSE,FALSE
"ENSG00000258867","LINC01146",0,0,FALSE,FALSE
"ENSG00000258975","AL133279.2",0,0,FALSE,FALSE
"ENSG00000259998","AL133279.3",0,0,FALSE,FALSE
"ENSG00000258538","AL133279.1",0,0,FALSE,FALSE
"ENSG00000100433","KCNK10",22,16457,FALSE,TRUE
"ENSG00000042317","SPATA7",22,79375,FALSE,TRUE
"ENSG00000070778","PTPN21",22,103479,FALSE,TRUE
"ENSG00000258983","AL162171.2",0,0,FALSE,FALSE
"ENSG00000258789","AL162171.1",0,0,FALSE,FALSE
"ENSG00000100722","ZC3H14",22,158379,FALSE,TRUE
"ENSG00000278576","AL162171.3",0,0,FALSE,FALSE
"ENSG00000165521","EML5",22,35060,FALSE,TRUE
"ENSG00000274492","AL121768.1",0,0,FALSE,FALSE
"ENSG00000165533","TTC8",22,224468,FALSE,TRUE
"ENSG00000283627","AL137785.1",0,0,FALSE,FALSE
"ENSG00000053254","FOXN3",22,344051,FALSE,TRUE
"ENSG00000277801","AL138478.1",0,0,FALSE,FALSE
"ENSG00000258752","AL357093.2",0,0,FALSE,FALSE
"ENSG00000258699","AL357093.1",0,0,FALSE,FALSE
"ENSG00000258380","AL356805.1",0,0,FALSE,FALSE
"ENSG00000258920","FOXN3-AS1",0,0,FALSE,FALSE
"ENSG00000259073","FOXN3-AS2",0,0,FALSE,FALSE
"ENSG00000258792","AL137230.1",0,0,FALSE,FALSE
"ENSG00000140025","EFCAB11",22,40882,FALSE,TRUE
"ENSG00000042088","TDP1",22,43936,FALSE,TRUE
"ENSG00000152315","KCNK13",22,16274,FALSE,TRUE
"ENSG00000100764","PSMC1",22,155569,FALSE,TRUE
"ENSG00000119720","NRDE2",22,33106,FALSE,TRUE
"ENSG00000287437","AL161662.1",0,0,FALSE,FALSE
"ENSG00000275198","AL512791.2",0,0,FALSE,FALSE
